,Source,Destination,Class
10572,1344,5296,1
10573,3985,1869,1
10574,3985,3401,1
10575,1158,4196,1
10576,1158,5489,1
10577,1158,6537,1
10578,1158,1637,1
10579,1158,4171,1
10580,1158,3462,1
10581,1158,1557,1
10582,1158,4098,1
10583,1158,6023,1
10584,1158,6716,1
10585,1158,4732,1
10586,1158,5122,1
10587,1158,1186,1
10588,1158,3450,1
10589,1158,2963,1
10590,1158,3166,1
10591,1158,1948,1
10592,1158,4591,1
10593,1158,4203,1
10594,1158,2354,1
10595,1158,4403,1
10596,1158,3840,1
10597,1158,4404,1
10598,1158,6314,1
10599,1158,6939,1
10600,1158,5315,1
10601,1158,6731,1
10602,1158,5404,1
10603,1158,2594,1
10604,1158,2977,1
10605,1158,3042,1
10606,1158,6101,1
10607,1158,6404,1
10608,1158,4439,1
10609,1158,4849,1
10610,1158,6169,1
10611,1159,1382,1
10612,1160,6298,1
10613,1160,5810,1
10614,1160,6600,1
10615,1160,2994,1
10616,1161,6931,1
10617,1161,5768,1
10618,1161,5138,1
10619,1161,5406,1
10620,1161,5359,1
10621,1161,4962,1
10622,1162,4196,1
10623,1162,6741,1
10624,1162,6802,1
10625,1162,5842,1
10626,1162,5269,1
10627,1162,3925,1
10628,1162,2887,1
10629,1162,1773,1
10630,1162,1924,1
10631,1162,4589,1
10632,1162,6610,1
10633,1162,4949,1
10634,1163,6611,1
10635,1163,2275,1
10636,1163,2918,1
10637,1163,3473,1
10638,1163,3996,1
10639,1163,4212,1
10640,1163,5003,1
10641,1163,3913,1
10642,1163,5812,1
10643,1165,3574,1
10644,1165,4196,1
10645,1165,4173,1
10646,1165,5377,1
10647,1165,3363,1
10648,1165,2262,1
10649,1165,6920,1
10650,1165,4098,1
10651,1165,6056,1
10652,1165,1699,1
10653,1165,1667,1
10654,1165,5467,1
10655,1165,3990,1
10656,1165,4949,1
10657,1165,2732,1
10658,1165,2169,1
10659,1165,6033,1
10660,1165,7007,1
10661,1165,6756,1
10662,1165,3813,1
10663,1165,3886,1
10664,1165,5738,1
10665,1165,2440,1
10666,1165,5396,1
10667,1165,1773,1
10668,1165,5870,1
10669,1165,2591,1
10670,1165,4641,1
10671,1165,5079,1
10672,1165,4910,1
10673,1165,5825,1
10674,1165,1995,1
10675,1165,3867,1
10676,1165,6972,1
10677,1165,4440,1
10678,1165,5731,1
10679,1166,2184,1
10680,1166,5729,1
10681,1166,1723,1
10682,1166,6038,1
10683,159,5389,1
10684,159,2744,1
10685,159,4949,1
10686,1168,2447,1
10687,1168,2719,1
10688,1168,6315,1
10689,1168,2997,1
10690,1168,4374,1
10691,1168,5969,1
10692,1168,2833,1
10693,1168,7117,1
10694,1168,2882,1
10695,1168,6717,1
10696,1168,6467,1
10697,1168,5138,1
10698,1168,2642,1
10699,1168,1601,1
10700,1168,5652,1
10701,1168,6563,1
10702,1168,6236,1
10703,1169,1829,1
10704,1169,5276,1
10705,1169,6477,1
10706,1169,5278,1
10707,1169,6142,1
10708,1169,759,1
10709,1169,2779,1
10710,1169,4230,1
10711,1169,1204,1
10712,1169,1116,1
10713,1169,4278,1
10714,1169,6078,1
10715,1169,2587,1
10716,1169,1888,1
10717,1169,5979,1
10718,1169,6494,1
10719,1169,2038,1
10720,1169,6728,1
10721,1169,3888,1
10722,1169,1627,1
10723,1169,3910,1
10724,1169,1734,1
10725,1169,2978,1
10726,1169,3408,1
10727,1169,2157,1
10728,1169,2481,1
10729,1169,4695,1
10730,1169,3444,1
10731,1169,2447,1
10732,1169,1475,1
10733,1169,2317,1
10734,1169,1639,1
10735,1169,2571,1
10736,1169,2960,1
10737,1169,1207,1
10738,1169,5826,1
10739,1169,5301,1
10740,1169,4098,1
10741,1169,3883,1
10742,1169,1483,1
10743,1169,2857,1
10744,1169,4037,1
10745,1169,1818,1
10746,1169,1991,1
10747,1169,2580,1
10748,1169,4425,1
10749,1169,5660,1
10750,1169,4841,1
10751,1169,4858,1
10752,1169,5263,1
10753,1169,4374,1
10754,1169,1588,1
10755,1169,5106,1
10756,1169,1335,1
10757,1169,2079,1
10758,1169,6657,1
10759,1169,6464,1
10760,1169,6032,1
10761,1169,5026,1
10762,1169,1179,1
10763,1169,5298,1
10764,1169,1566,1
10765,1169,6048,1
10766,1169,2067,1
10767,1169,1281,1
10768,1169,5946,1
10769,1169,5848,1
10770,1169,681,1
10771,1169,4420,1
10772,1169,4056,1
10773,1170,4444,1
10774,1170,2883,1
10775,1170,5255,1
10776,1170,6136,1
10777,1170,2939,1
10778,1170,2009,1
10779,1170,5261,1
10780,1170,1883,1
10781,1170,3706,1
10782,1170,5389,1
10783,1170,5293,1
10784,1170,5393,1
10785,1170,5772,1
10786,1170,4406,1
10787,1170,5141,1
10788,6092,3020,1
10789,6092,2750,1
10790,6092,3731,1
10791,6092,5655,1
10792,1171,5225,1
10793,1172,5587,1
10794,1172,1348,1
10795,1173,1059,1
10796,1173,4937,1
10797,1173,4016,1
10798,1173,4324,1
10799,1173,2693,1
10800,1173,6136,1
10801,1173,2447,1
10802,1173,4702,1
10803,1173,5555,1
10804,1173,6606,1
10805,1173,4949,1
10806,1173,3453,1
10807,1173,2864,1
10808,1173,2997,1
10809,1173,1268,1
10810,1173,4538,1
10811,1173,1464,1
10812,1173,5370,1
10813,1173,1773,1
10814,1173,5298,1
10815,1173,2439,1
10816,1173,3200,1
10817,1173,3747,1
10818,1173,4884,1
10819,1174,1283,1
10820,1174,6592,1
10821,1174,2061,1
10822,1174,4639,1
10823,1175,6716,1
10824,1175,2872,1
10825,1175,3394,1
10826,1175,2888,1
10827,1175,4282,1
10828,1175,1520,1
10829,1175,6665,1
10830,1175,1679,1
10831,1175,2845,1
10832,1175,6733,1
10833,1175,5789,1
10834,1175,5759,1
10835,1175,3237,1
10836,1175,6168,1
10837,1175,4913,1
10838,1175,4196,1
10839,1175,2904,1
10840,1175,2001,1
10841,1175,5569,1
10842,1175,3251,1
10843,1175,4305,1
10844,1175,5027,1
10845,1175,5628,1
10846,1175,6121,1
10847,1175,6115,1
10848,1175,6941,1
10849,1175,5038,1
10850,1175,4328,1
10851,1175,1869,1
10852,1175,1283,1
10853,1175,3547,1
10854,1176,3606,1
10855,1176,2928,1
10856,1178,2732,1
10857,1178,1775,1
10858,1178,2402,1
10859,1178,4949,1
10860,1178,6322,1
10861,1178,5193,1
10862,1178,3493,1
10863,1178,4240,1
10864,1178,5566,1
10865,1180,4938,1
10866,1180,3520,1
10867,1180,5906,1
10868,1180,1481,1
10869,1180,1773,1
10870,1181,3706,1
10871,1181,5366,1
10872,267,3774,1
10873,1183,1584,1
10874,1183,474,1
10875,1183,6808,1
10876,1183,5792,1
10877,1184,4316,1
10878,1184,1924,1
10879,1184,4016,1
10880,1184,6783,1
10881,1184,2505,1
10882,1184,5744,1
10883,1184,2034,1
10884,1184,4913,1
10885,1184,6136,1
10886,1184,2466,1
10887,1185,5101,1
10888,1185,6336,1
10889,1186,2719,1
10890,1186,2284,1
10891,1186,2997,1
10892,1186,5269,1
10893,1186,1402,1
10894,1186,6385,1
10895,1186,5006,1
10896,1186,1236,1
10897,1186,1591,1
10898,1186,1472,1
10899,1186,4949,1
10900,1187,6544,1
10901,1187,4444,1
10902,1188,1773,1
10903,3707,5262,1
10904,3707,3611,1
10905,1191,4979,1
10906,1191,3096,1
10907,1191,2215,1
10908,1192,1391,1
10909,1192,6688,1
10910,1192,6873,1
10911,1192,1325,1
10912,1193,4230,1
10913,1193,1467,1
10914,1193,3847,1
10915,1193,2044,1
10916,1193,1804,1
10917,1193,4392,1
10918,1193,2339,1
10919,1193,5354,1
10920,1193,4949,1
10921,1193,4377,1
10922,1194,5919,1
10923,4631,6295,1
10924,4631,1835,1
10925,1196,5262,1
10926,367,2125,1
10927,367,2354,1
10928,367,1812,1
10929,367,2781,1
10930,367,2963,1
10931,367,1481,1
10932,367,3991,1
10933,367,4124,1
10934,367,5973,1
10935,367,2887,1
10936,367,5059,1
10937,367,3052,1
10938,367,5684,1
10939,367,2566,1
10940,367,2403,1
10941,367,4949,1
10942,1199,5138,1
10943,1199,1773,1
10944,1199,4267,1
10945,1200,4671,1
10946,1200,5297,1
10947,1200,5279,1
10948,1200,6676,1
10949,1202,1591,1
10950,1202,3097,1
10951,384,1924,1
10952,384,3219,1
10953,384,5331,1
10954,384,2605,1
10955,384,5228,1
10956,384,6131,1
10957,4630,6459,1
10958,4630,3783,1
10959,4630,2779,1
10960,4630,3112,1
10961,4630,3181,1
10962,4630,4736,1
10963,4630,1808,1
10964,4630,5969,1
10965,4630,4420,1
10966,4630,1899,1
10967,4630,6955,1
10968,4630,5573,1
10969,4630,6165,1
10970,4630,5512,1
10971,4630,3428,1
10972,4630,3342,1
10973,4630,4738,1
10974,4630,1433,1
10975,1205,3453,1
10976,1205,3886,1
10977,1205,5377,1
10978,1205,2485,1
10979,1205,6270,1
10980,1205,5987,1
10981,1205,2129,1
10982,1206,6019,1
10983,1207,2495,1
10984,1207,1931,1
10985,1208,6357,1
10986,1208,1682,1
10987,1208,2945,1
10988,1208,6774,1
10989,1208,6753,1
10990,1208,1644,1
10991,1208,6968,1
10992,1208,6743,1
10993,6102,3692,1
10994,6102,3748,1
10995,6102,1673,1
10996,6103,1303,1
10997,6103,5652,1
10998,6103,2329,1
10999,6103,4386,1
11000,6103,5976,1
11001,6103,2085,1
11002,6103,4053,1
11003,6103,4602,1
11004,6103,6196,1
11005,6103,4179,1
11006,6103,3425,1
11007,1212,3097,1
11008,1213,5315,1
11009,1213,2733,1
11010,1213,2480,1
11011,1213,2740,1
11012,1213,2928,1
11013,447,2483,1
11014,447,3401,1
11015,447,5296,1
11016,447,5100,1
11017,1215,6553,1
11018,1215,7069,1
11019,1216,1352,1
11020,492,5758,1
11021,492,5672,1
11022,492,5559,1
11023,492,4080,1
11024,492,3599,1
11025,492,5817,1
11026,1218,3462,1
11027,1218,5448,1
11028,1218,1963,1
11029,6994,3599,1
11030,6994,1781,1
11031,1219,3349,1
11032,1219,5543,1
11033,1219,6136,1
11034,1219,6806,1
11035,1219,4949,1
11036,1221,6016,1
11037,1221,2203,1
11038,1221,5786,1
11039,1221,3631,1
11040,1221,5033,1
11041,1221,3731,1
11042,1221,6922,1
11043,1221,5178,1
11044,1221,6169,1
11045,1221,2021,1
11046,1222,1684,1
11047,1222,759,1
11048,1223,7043,1
11049,1223,2270,1
11050,1224,2825,1
11051,1224,4482,1
11052,1224,2481,1
11053,1224,4140,1
11054,1225,6399,1
11055,1225,6530,1
11056,1226,2719,1
11057,1226,3783,1
11058,1226,3797,1
11059,1226,2496,1
11060,1226,4515,1
11061,1226,899,1
11062,1226,6142,1
11063,1226,3650,1
11064,1226,1963,1
11065,1226,2028,1
11066,1226,3991,1
11067,1226,5191,1
11068,1226,5912,1
11069,1226,3866,1
11070,1226,5305,1
11071,1226,5969,1
11072,1226,6632,1
11073,1226,2455,1
11074,1226,4195,1
11075,1226,5561,1
11076,1227,2683,1
11077,1227,6742,1
11078,1227,5842,1
11079,1227,3857,1
11080,1227,4743,1
11081,1227,1316,1
11082,1227,1721,1
11083,1227,2954,1
11084,1227,2770,1
11085,1227,6851,1
11086,1227,4762,1
11087,1227,5874,1
11088,1227,3270,1
11089,1227,5684,1
11090,1227,5069,1
11091,1228,6242,1
11092,1229,5051,1
11093,1229,2529,1
11094,1229,6587,1
11095,1229,5969,1
11096,1229,3728,1
11097,1229,6586,1
11098,1229,5541,1
11099,1229,2049,1
11100,1229,1886,1
11101,1229,5859,1
11102,1229,1965,1
11103,1229,2944,1
11104,1229,3863,1
11105,1229,3458,1
11106,1229,6281,1
11107,1229,2403,1
11108,1229,6320,1
11109,1229,3746,1
11110,1229,3258,1
11111,1229,4191,1
11112,1229,4055,1
11113,1229,5842,1
11114,1229,7095,1
11115,1229,6798,1
11116,1229,416,1
11117,1229,2754,1
11118,1229,3001,1
11119,1229,1650,1
11120,1229,6023,1
11121,1229,4589,1
11122,1229,6514,1
11123,1229,7104,1
11124,1229,4252,1
11125,1229,6236,1
11126,1229,5950,1
11127,1229,6393,1
11128,1229,1594,1
11129,1229,3651,1
11130,1229,3660,1
11131,1229,4380,1
11132,1229,5542,1
11133,1229,4985,1
11134,1229,4442,1
11135,1229,3440,1
11136,1229,3443,1
11137,1231,6802,1
11138,1231,3383,1
11139,1231,4266,1
11140,1231,7103,1
11141,1231,2529,1
11142,6224,2064,1
11143,6224,5842,1
11144,6224,5374,1
11145,6224,5511,1
11146,6224,2732,1
11147,1232,4016,1
11148,1232,6165,1
11149,1232,3401,1
11150,1232,4930,1
11151,1232,6056,1
11152,1232,5446,1
11153,1232,4382,1
11154,1233,6352,1
11155,1233,1444,1
11156,1233,1314,1
11157,1233,2828,1
11158,1233,6170,1
11159,1233,3615,1
11160,1234,2276,1
11161,1234,6438,1
11162,1234,4005,1
11163,1234,5478,1
11164,1234,4864,1
11165,1234,6214,1
11166,1234,1644,1
11167,1235,4949,1
11168,1236,5842,1
11169,1236,5033,1
11170,1236,6900,1
11171,1236,2740,1
11172,1236,6117,1
11173,1236,3691,1
11174,1236,1958,1
11175,1236,2049,1
11176,1236,2228,1
11177,6109,1778,1
11178,6109,2849,1
11179,6109,1773,1
11180,6109,1059,1
11181,1238,2437,1
11182,1238,5389,1
11183,1238,5269,1
11184,1238,3739,1
11185,1238,4863,1
11186,1238,7069,1
11187,1238,2740,1
11188,1238,1924,1
11189,1238,6776,1
11190,1238,2044,1
11191,1238,5759,1
11192,1238,5428,1
11193,1238,5849,1
11194,1238,3089,1
11195,1239,3061,1
11196,1358,3244,1
11197,1358,1781,1
11198,1358,1842,1
11199,1358,2304,1
11200,1241,1773,1
11201,6110,5428,1
11202,6110,2997,1
11203,6110,5269,1
11204,1829,2340,1
11205,1829,2429,1
11206,1829,6957,1
11207,1829,4328,1
11208,1243,3902,1
11209,1243,1773,1
11210,1244,1368,1
11211,1244,6136,1
11212,1244,5827,1
11213,1245,4295,1
11214,1246,2605,1
11215,1246,6716,1
11216,1246,5619,1
11217,1246,4949,1
11218,1246,2021,1
11219,1248,3902,1
11220,1249,2316,1
11221,1249,5812,1
11222,663,6787,1
11223,677,1659,1
11224,677,4016,1
11225,677,4469,1
11226,677,5995,1
11227,677,3403,1
11228,677,5366,1
11229,1252,2327,1
11230,6207,1484,1
11231,1253,5926,1
11232,1253,5138,1
11233,1253,1319,1
11234,1253,6529,1
11235,1253,2061,1
11236,1253,2106,1
11237,1254,2475,1
11238,1254,4949,1
11239,1254,1407,1
11240,1254,5868,1
11241,1254,5124,1
11242,1254,6136,1
11243,1254,5161,1
11244,1255,4285,1
11245,1255,5945,1
11246,1255,1773,1
11247,1255,3285,1
11248,1255,2696,1
11249,3718,3268,1
11250,1258,6954,1
11251,1260,5269,1
11252,1262,2481,1
11253,1262,3633,1
11254,1262,5345,1
11255,1262,3743,1
11256,1263,1598,1
11257,1264,1046,1
11258,1265,2545,1
11259,1265,2817,1
11260,1265,3334,1
11261,1265,454,1
11262,1265,2637,1
11263,1265,6399,1
11264,1265,2480,1
11265,1265,2588,1
11266,1265,3645,1
11267,1265,2466,1
11268,1265,4715,1
11269,1265,6358,1
11270,1265,2738,1
11271,1265,4366,1
11272,1265,1618,1
11273,1265,6011,1
11274,1265,311,1
11275,1265,1666,1
11276,1265,5577,1
11277,1266,5857,1
11278,1267,4390,1
11279,1267,4816,1
11280,1268,1059,1
11281,1268,4937,1
11282,1268,1451,1
11283,1268,4240,1
11284,1268,1402,1
11285,1268,1529,1
11286,1268,6623,1
11287,1268,1598,1
11288,1268,6221,1
11289,1268,1762,1
11290,1268,5194,1
11291,1268,7013,1
11292,1268,6792,1
11293,1268,2703,1
11294,1268,5581,1
11295,1268,5190,1
11296,1268,1382,1
11297,1268,2760,1
11298,1268,6606,1
11299,1268,2186,1
11300,1268,3935,1
11301,1268,1890,1
11302,1268,5298,1
11303,1268,4538,1
11304,1268,3886,1
11305,1268,2485,1
11306,1268,3036,1
11307,1268,4377,1
11308,1268,6270,1
11309,1268,4209,1
11310,1268,3462,1
11311,1268,3258,1
11312,1268,3747,1
11313,1268,1901,1
11314,1269,7090,1
11315,1271,2924,1
11316,1271,6925,1
11317,1271,3784,1
11318,1271,1852,1
11319,1272,4949,1
11320,1272,3237,1
11321,1272,5945,1
11322,1272,5857,1
11323,1272,1773,1
11324,1273,1449,1
11325,1274,6892,1
11326,1275,3577,1
11327,1275,5822,1
11328,1275,4121,1
11329,1275,6600,1
11330,1275,1774,1
11331,1275,1775,1
11332,1275,6467,1
11333,1275,6150,1
11334,1275,6054,1
11335,1275,6074,1
11336,1275,5032,1
11337,1275,4568,1
11338,1275,5132,1
11339,1275,6403,1
11340,1275,2529,1
11341,1275,3173,1
11342,1275,1946,1
11343,1275,5338,1
11344,1275,1934,1
11345,1275,5510,1
11346,1275,2977,1
11347,1275,3295,1
11348,1275,1579,1
11349,1275,3692,1
11350,1276,5304,1
11351,1277,5842,1
11352,1277,3146,1
11353,1277,5041,1
11354,1277,1773,1
11355,1277,5309,1
11356,1277,6147,1
11357,1277,1429,1
11358,1277,1604,1
11359,1277,2295,1
11360,1277,3645,1
11361,1277,2599,1
11362,1277,4182,1
11363,1278,4196,1
11364,1278,2972,1
11365,1279,1536,1
11366,5942,2293,1
11367,5942,4406,1
11368,5942,1357,1
11369,5942,2182,1
11370,5942,6136,1
11371,1280,6475,1
11372,1280,5554,1
11373,1280,3784,1
11374,1281,6193,1
11375,1282,4949,1
11376,1283,6475,1
11377,1283,5276,1
11378,1283,4887,1
11379,1283,2987,1
11380,1283,1454,1
11381,1283,6600,1
11382,1283,6716,1
11383,1283,2547,1
11384,1283,2872,1
11385,1283,972,1
11386,1283,1619,1
11387,1283,4949,1
11388,1283,1257,1
11389,1283,5920,1
11390,1283,5671,1
11391,1283,3739,1
11392,1283,4624,1
11393,1283,2098,1
11394,1283,5228,1
11395,1283,3068,1
11396,1283,5402,1
11397,1283,1527,1
11398,1283,3237,1
11399,1283,6651,1
11400,1283,1428,1
11401,1283,2845,1
11402,1283,4310,1
11403,1283,4913,1
11404,1283,2106,1
11405,1283,4191,1
11406,1283,2011,1
11407,1283,1912,1
11408,1283,2295,1
11409,1283,5766,1
11410,1283,3819,1
11411,1283,3820,1
11412,1283,2215,1
11413,1283,6882,1
11414,1283,2423,1
11415,1283,6203,1
11416,1283,2016,1
11417,1283,1869,1
11418,1283,1501,1
11419,1283,1502,1
11420,1283,1655,1
11421,5573,3797,1
11422,5573,6955,1
11423,5573,4060,1
11424,5573,4485,1
11425,5573,4335,1
11426,5573,1773,1
11427,5573,1442,1
11428,5573,6556,1
11429,1284,5920,1
11430,1284,1815,1
11431,1284,6048,1
11432,1284,1749,1
11433,1284,6597,1
11434,1284,4604,1
11435,1284,5076,1
11436,1285,2740,1
11437,1285,3706,1
11438,1285,4949,1
11439,1285,3902,1
11440,1286,4949,1
11441,1287,4183,1
11442,1288,2580,1
11443,1288,4769,1
11444,1288,2833,1
11445,1289,6136,1
11446,1290,2732,1
11447,1290,2215,1
11448,1290,6385,1
11449,1290,7069,1
11450,1290,1924,1
11451,1290,4076,1
11452,1290,1812,1
11453,1290,6731,1
11454,1290,1699,1
11455,1290,3867,1
11456,1290,5569,1
11457,1290,1995,1
11458,1290,6756,1
11459,1290,6359,1
11460,1290,4895,1
11461,1290,6808,1
11462,1290,4143,1
11463,1291,5842,1
11464,1292,1388,1
11465,1292,4087,1
11466,1292,2086,1
11467,1292,5580,1
11468,1293,4375,1
11469,1294,5197,1
11470,1294,5718,1
11471,1294,6474,1
11472,1294,6731,1
11473,1294,6280,1
11474,1295,5402,1
11475,1295,6645,1
11476,1295,6546,1
11477,1295,3661,1
11478,1295,5519,1
11479,1295,2376,1
11480,1295,6280,1
11481,1295,2656,1
11482,1296,6531,1
11483,1297,5557,1
11484,1297,552,1
11485,1297,4639,1
11486,1298,6440,1
11487,1298,5802,1
11488,1298,6396,1
11489,1298,5038,1
11490,1298,5171,1
11491,1298,4328,1
11492,1298,6136,1
11493,1298,6202,1
11494,1298,5338,1
11495,1298,4087,1
11496,1298,6776,1
11497,1298,3644,1
11498,1298,4949,1
11499,1298,5973,1
11500,1299,5256,1
11501,1299,3731,1
11502,1300,2974,1
11503,1301,2061,1
11504,1301,6794,1
11505,1301,5691,1
11506,1302,5842,1
11507,1302,3401,1
11508,1302,2179,1
11509,1303,1401,1
11510,1303,6142,1
11511,1303,2781,1
11512,1303,4665,1
11513,1303,6136,1
11514,1303,5829,1
11515,1303,2909,1
11516,1303,1382,1
11517,1303,3706,1
11518,1303,1575,1
11519,1303,3285,1
11520,1303,5860,1
11521,1303,2447,1
11522,1303,5834,1
11523,1303,6522,1
11524,1303,1773,1
11525,1303,5043,1
11526,1303,4949,1
11527,1303,3569,1
11528,1303,3258,1
11529,1303,4561,1
11530,1303,3259,1
11531,1303,2794,1
11532,1304,1773,1
11533,1305,6569,1
11534,1306,6933,1
11535,1306,2779,1
11536,1306,1392,1
11537,1306,6091,1
11538,1306,6434,1
11539,1307,5842,1
11540,1308,2887,1
11541,1308,1741,1
11542,1308,7109,1
11543,1308,3494,1
11544,1308,3401,1
11545,1308,2129,1
11546,1308,2179,1
11547,1308,5029,1
11548,1308,6403,1
11549,1308,286,1
11550,1308,1981,1
11551,1308,4265,1
11552,1308,5307,1
11553,1308,5177,1
11554,1308,5310,1
11555,1308,6405,1
11556,1309,1773,1
11557,1309,6136,1
11558,1310,6914,1
11559,1310,4122,1
11560,1310,6438,1
11561,1310,1808,1
11562,1311,2930,1
11563,1311,1598,1
11564,1312,4417,1
11565,1312,1773,1
11566,1312,4949,1
11567,1312,3818,1
11568,1313,454,1
11569,1313,1414,1
11570,1313,3624,1
11571,1313,2215,1
11572,1314,6033,1
11573,1314,6352,1
11574,1314,2828,1
11575,1314,4232,1
11576,1314,1444,1
11577,1314,3970,1
11578,1314,1996,1
11579,1314,6170,1
11580,1314,5930,1
11581,1314,3615,1
11582,1317,4153,1
11583,1319,5926,1
11584,1319,2904,1
11585,1319,6529,1
11586,1319,2726,1
11587,1320,5322,1
11588,1320,3910,1
11589,1320,4374,1
11590,1320,2887,1
11591,1320,1542,1
11592,1320,2960,1
11593,1320,759,1
11594,1320,1242,1
11595,1320,2982,1
11596,1046,2903,1
11597,1046,4370,1
11598,1046,5577,1
11599,1046,3725,1
11600,1046,6742,1
11601,1046,7096,1
11602,1046,4188,1
11603,1046,2664,1
11604,1046,5404,1
11605,1046,3184,1
11606,1046,4337,1
11607,1046,4632,1
11608,2873,1414,1
11609,1323,4316,1
11610,1323,3969,1
11611,1323,2044,1
11612,1323,7065,1
11613,1323,6255,1
11614,1323,1336,1
11615,1323,4933,1
11616,1324,4324,1
11617,1324,4798,1
11618,1325,5046,1
11619,1325,1391,1
11620,1326,6925,1
11621,1327,6802,1
11622,1327,1237,1
11623,1327,1535,1
11624,1327,7021,1
11625,1327,5945,1
11626,1327,6716,1
11627,3728,4794,1
11628,3728,3577,1
11629,3728,1532,1
11630,3728,5851,1
11631,3728,4173,1
11632,3728,3895,1
11633,3728,3303,1
11634,3728,5122,1
11635,3728,2271,1
11636,3728,4949,1
11637,3728,2732,1
11638,3728,6033,1
11639,3728,5768,1
11640,3728,6756,1
11641,3728,3710,1
11642,3728,1773,1
11643,3728,2369,1
11644,3728,3867,1
11645,3728,4468,1
11646,3728,6101,1
11647,3728,5777,1
11648,3728,4143,1
11649,3728,5832,1
11650,1329,5555,1
11651,1330,4465,1
11652,1331,4872,1
11653,1331,4949,1
11654,1331,5387,1
11655,1332,5224,1
11656,1332,4949,1
11657,1332,5992,1
11658,1332,5738,1
11659,1332,2928,1
11660,1332,6056,1
11661,1333,4348,1
11662,1333,3800,1
11663,1112,2825,1
11664,1112,1431,1
11665,1112,3300,1
11666,1335,2719,1
11667,1335,5460,1
11668,1335,2882,1
11669,1335,4665,1
11670,1335,5523,1
11671,1335,1380,1
11672,1335,3253,1
11673,1335,4841,1
11674,1335,2447,1
11675,1335,6315,1
11676,1335,1919,1
11677,1335,4374,1
11678,1335,4568,1
11679,1335,2257,1
11680,1335,972,1
11681,1335,5191,1
11682,1335,2439,1
11683,1335,3628,1
11684,1335,6801,1
11685,1335,1928,1
11686,1336,2732,1
11687,1336,6074,1
11688,1336,2080,1
11689,1336,2974,1
11690,1336,1761,1
11691,1336,5550,1
11692,1336,2690,1
11693,1336,2840,1
11694,1336,3079,1
11695,1336,1714,1
11696,1338,4004,1
11697,1338,6236,1
11698,1338,4639,1
11699,1339,5799,1
11700,1340,1995,1
11701,1340,3867,1
11702,1340,4910,1
11703,1340,57,1
11704,1340,2899,1
11705,1340,4173,1
11706,1341,2930,1
11707,1341,6914,1
11708,1341,6026,1
11709,1341,3362,1
11710,1341,6742,1
11711,1341,6190,1
11712,1341,6853,1
11713,1341,2963,1
11714,1341,4602,1
11715,1341,4282,1
11716,1341,6791,1
11717,1342,2885,1
11718,1342,3706,1
11719,1342,6815,1
11720,1342,6735,1
11721,1342,3101,1
11722,1342,2187,1
11723,1343,5402,1
11724,1343,6154,1
11725,1343,2481,1
11726,1343,2262,1
11727,1343,6280,1
11728,1343,2376,1
11729,1156,5974,1
11730,1345,5223,1
11731,1345,3110,1
11732,1345,1804,1
11733,1345,2002,1
11734,1345,1558,1
11735,1345,7042,1
11736,1345,1560,1
11737,1345,3008,1
11738,1345,2060,1
11739,1345,936,1
11740,1345,2270,1
11741,1345,3279,1
11742,1346,1773,1
11743,1346,5802,1
11744,1346,2419,1
11745,1346,3401,1
11746,1346,3136,1
11747,1346,4140,1
11748,1346,6136,1
11749,1346,3374,1
11750,1346,4949,1
11751,1346,1401,1
11752,1347,3820,1
11753,1347,5842,1
11754,1347,5269,1
11755,1347,3891,1
11756,1348,3695,1
11757,1348,6255,1
11758,3731,3047,1
11759,3731,6478,1
11760,3731,3754,1
11761,3731,6505,1
11762,3731,2800,1
11763,3731,2529,1
11764,3731,3020,1
11765,3731,3073,1
11766,3731,3532,1
11767,3731,5930,1
11768,3731,2187,1
11769,3731,2305,1
11770,3731,3819,1
11771,3731,371,1
11772,3731,5747,1
11773,3731,1590,1
11774,3731,5105,1
11775,3731,2819,1
11776,3731,3458,1
11777,3731,4162,1
11778,3731,5358,1
11779,3731,4524,1
11780,3731,224,1
11781,3731,6151,1
11782,3731,5138,1
11783,3731,1415,1
11784,3731,5759,1
11785,3731,5934,1
11786,3731,4750,1
11787,3731,2099,1
11788,1350,5448,1
11789,1350,5269,1
11790,1350,1773,1
11791,1350,3401,1
11792,1350,1883,1
11793,1350,7003,1
11794,1350,2262,1
11795,1350,2781,1
11796,1350,4816,1
11797,7123,6876,1
11798,7123,6484,1
11799,1351,4240,1
11800,1351,4445,1
11801,1351,3436,1
11802,1351,3181,1
11803,1351,879,1
11804,1351,2474,1
11805,1351,5315,1
11806,1351,4141,1
11807,1351,3412,1
11808,1351,1858,1
11809,1351,2345,1
11810,1351,6750,1
11811,1351,3691,1
11812,1351,3997,1
11813,1351,6755,1
11814,1351,3087,1
11815,1352,4049,1
11816,1352,6173,1
11817,1352,4324,1
11818,1352,3418,1
11819,1352,1855,1
11820,1352,4315,1
11821,1352,6645,1
11822,1352,3202,1
11823,1352,4944,1
11824,1352,1654,1
11825,1352,7040,1
11826,1352,6974,1
11827,1352,1904,1
11828,1352,5387,1
11829,1353,2413,1
11830,1353,2359,1
11831,1353,7062,1
11832,1355,2161,1
11833,1355,2717,1
11834,1355,5842,1
11835,1355,2333,1
11836,1355,5485,1
11837,1355,2014,1
11838,1355,3384,1
11839,1355,1904,1
11840,1355,1773,1
11841,5704,3124,1
11842,1357,5296,1
11843,1357,2963,1
11844,1357,6921,1
11845,1357,6764,1
11846,1240,6424,1
11847,1240,3490,1
11848,1240,6611,1
